assay,target_gene,target_group,primer_F,primer_R,process,pathway,rep_id,timepoint,location,treatment,sample,conc,Ct,gwc,pH,block,log_conc
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1303,1,Rubona,Maize + Desmodium,226,1869028.827949785,24.59,0.06,5.21,4,6.271616
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1337,5,Karama,Napier grass,644,294261.67314423283,23.23,0.14,6.15,3,5.4687337
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1327,1,Rubona,Napier + Desmodium,206,1382954.8445309866,25.42,0.07,5.29,1,6.140808
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1342,4,Rubona,Napier grass,516,101498.40089419692,23.78,0.154455446,5.34,3,5.0064592
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1277,5,Karama,Brachiaria cv. Mulato II,645,159693.55904571264,24.46,0.16,6.15,3,5.203287399999999
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1328,2,Rubona,Napier + Desmodium,313,356395.98268394504,21.52,0.11,5.6,2,5.5519328
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1319,5,Rubona,maize monoculture,615,308446.04077823606,21.78,0.14,5.33,3,5.489179200000001
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1334,2,Karama,Napier grass,344,2129864.6230645203,24.23,0.14,6.15,3,6.328352000000001
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1265,5,Karama,Brachiaria + Desmodium,635,294261.67314423283,23.23,0.13,6.09,1,5.4687337
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1307,5,Rubona,Maize + Desmodium,626,142458.64197490065,23.17,0.13,5.21,4,5.1536888
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1289,5,Karama,Desmodium distortum,646,159693.55904571264,24.46,0.13,5.85,3,5.203287399999999
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1312,4,Karama,maize monoculture,536,411800.0547284615,21.26,0.118627451,5.85,2,5.6146864
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1342,4,Rubona,Napier grass,502,47401.92731360803,25.15,0.179254783,5.99,1,4.675796000000001
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1321,1,Karama,Napier + Desmodium,234,2745819.5952863265,23.53,0.12,6.34,1,6.438672
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1343,5,Rubona,Napier grass,616,505812.5492231527,20.89,0.15,5.34,3,5.703989600000001
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1343,5,Rubona,Napier grass,602,110937.09774559556,23.62,0.12,5.99,1,5.0450768
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1277,5,Karama,Brachiaria cv. Mulato II,638,343269.1700554055,22.92,0.14,6.45,2,5.535634799999999
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1321,1,Karama,Napier + Desmodium,255,3304060.5684577404,23.02,0.13,6.11,4,6.519048000000001
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1321,1,Karama,Napier + Desmodium,248,3017505.011150903,23.27,0.13,6.25,3,6.479648000000001
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1325,5,Karama,Napier + Desmodium,641,162092.0444484056,24.43,0.14,6.25,2,5.2097617
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1325,5,Karama,Napier + Desmodium,641,222782.00079178112,23.79,0.14,6.25,2,5.347880099999999
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1319,5,Rubona,maize monoculture,622,272948.052539587,22,0.12,5.05,4,5.4360800000000005
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1313,5,Karama,maize monoculture,636,471794.8544317334,22.28,0.13,5.85,2,5.673753199999999
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1276,4,Karama,Brachiaria cv. Mulato II,552,295032.8672874003,21.86,0.133464181,6.47,4,5.4698704000000005
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1327,1,Rubona,Napier + Desmodium,220,2137607.674427758,24.22,0.06,5.42,3,6.329928000000001
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1276,4,Karama,Brachiaria cv. Mulato II,545,331555.3193784287,21.65,0.121272366,6.15,3,5.520556000000001
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1313,5,Karama,maize monoculture,643,350160.53729679174,22.88,0.14,6.22,3,5.544267199999999
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1293,3,Rubona,Desmodium distortum,425,850401.4656230162,26.76,0.14,5.22,4,5.9296240000000004
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1277,5,Karama,Brachiaria cv. Mulato II,631,549785.9030594181,20.74,0.14,6.06,1,5.740193600000001
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1308,6,Rubona,Maize + Desmodium,726,75783.10581999265,25.96,0.174872666,5.21,4,4.879572399999999
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1319,5,Rubona,maize monoculture,601,205582.62164548456,22.51,0.12,5.16,1,5.312986400000001
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1274,2,Karama,Brachiaria cv. Mulato II,352,1945145.0843620962,24.48,0.16,6.47,4,6.288952
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1271,5,Rubona,Brachiaria + Desmodium,607,376763.480318657,21.42,0.14,5.51,1,5.5760688
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1321,1,Karama,Napier + Desmodium,241,3316072.3697768264,23.01,0.15,6.25,2,6.520624
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1299,3,Karama,Maize + Desmodium,440,113430.85352526096,23.58,0.15,5.96,2,5.054731200000001
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1264,4,Karama,Brachiaria + Desmodium,535,318904.61195798515,21.72,0.117073171,6.09,1,5.5036608000000005
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1286,2,Karama,Desmodium distortum,346,2775875.6035343455,23.5,0.09,5.85,3,6.4434000000000005
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1289,5,Karama,Desmodium distortum,646,180817.2666989139,24.21,0.13,5.85,3,5.257239899999999
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1264,4,Karama,Brachiaria + Desmodium,556,206728.33175376113,22.5,0.129970902,5.94,4,5.3154
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1337,5,Karama,Napier grass,644,282793.1594493958,23.31,0.14,6.15,3,5.451468899999999
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1303,1,Rubona,Maize + Desmodium,205,1019586.3204280774,26.26,0.08,5.39,1,6.008424000000001
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1308,6,Rubona,Maize + Desmodium,719,111661.69087099064,25.18,0.1776028,5.39,3,5.0479042
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1337,5,Karama,Napier grass,637,232971.60947621215,23.7,0.13,6.77,2,5.367303
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1333,1,Karama,Napier grass,244,3751526.339652627,22.67,0.15,6.15,3,6.5742080000000005
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1329,3,Rubona,Napier + Desmodium,413,167000,31.45,0.15,5.6,2,5.222716471147583
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1301,5,Karama,Maize + Desmodium,640,257314.93847302682,23.5,0.15,5.96,2,5.410464999999999
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1265,5,Karama,Brachiaria + Desmodium,649,275853.4373645756,23.36,0.13,6.29,3,5.4406783999999995
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1319,5,Rubona,maize monoculture,608,220985.205731105,22.38,0.11,5.45,2,5.344363200000001
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1320,6,Rubona,maize monoculture,715,88404.32245588147,25.65,0.167408727,5.33,3,4.9464735
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1289,5,Karama,Desmodium distortum,639,74661.73879856677,25.99,0.14,6.21,2,4.8730981
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1280,2,Rubona,Brachiaria cv. Mulato II,324,1828773.8372297063,24.65,0.12,5.35,4,6.262160000000001
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1309,1,Karama,maize monoculture,250,1889487.399213931,24.56,0.13,6.31,4,6.276344000000001
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1265,5,Karama,Brachiaria + Desmodium,642,318612.8592559861,23.07,0.14,5.93,2,5.5032632999999995
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1320,6,Rubona,maize monoculture,708,37608.005353324574,27.37,0.179063361,5.45,2,4.575280299999999
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1312,4,Karama,maize monoculture,529,134010.61492119016,23.28,0.122789784,5.88,1,5.1271392
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1320,6,Rubona,maize monoculture,722,210931.28577774426,23.9,0.157798165,5.05,4,5.324141
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1320,6,Rubona,maize monoculture,722,189087.49133331905,24.12,0.157798165,5.05,4,5.276662799999999
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1325,5,Karama,Napier + Desmodium,655,158114.31831520458,24.48,0.17,6.11,4,5.198971199999999
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1333,1,Karama,Napier grass,237,1903250.70790879,24.54,0.14,6.77,2,6.279496
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1265,5,Karama,Brachiaria + Desmodium,656,137576.5454161797,24.76,0.13,5.94,4,5.138544399999999
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1329,3,Rubona,Napier + Desmodium,406,1324024.4346200312,25.54,0.16,5.29,1,6.1218960000000004
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1280,2,Rubona,Brachiaria cv. Mulato II,317,1945145.0843620962,24.48,0.13,5.74,3,6.288952
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1276,4,Karama,Brachiaria cv. Mulato II,538,400514.64418320666,21.31,0.123138034,6.45,2,5.602618400000001
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1310,2,Karama,maize monoculture,350,2091568.0543799188,24.28,0.13,6.31,4,6.3204720000000005
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1293,3,Rubona,Desmodium distortum,418,411551.32097358553,28.76,0.17,5.34,3,5.6144240000000005
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1265,5,Karama,Brachiaria + Desmodium,642,248518.2575737534,23.57,0.14,5.93,2,5.395358299999999
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1323,3,Karama,Napier + Desmodium,448,324266.13862837263,21.69,0.15,6.25,3,5.5109016
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1323,3,Karama,Napier + Desmodium,441,220985.205731105,22.38,0.13,6.25,2,5.344363200000001
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1301,5,Karama,Maize + Desmodium,633,537698.9643586723,20.78,0.13,6.16,1,5.7305392
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1325,5,Karama,Napier + Desmodium,648,166169.83935057887,24.38,0.16,6.25,3,5.220552199999999
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1343,5,Rubona,Napier grass,609,255812.24750885367,22.116666666666667,0.13,5.65,2,5.407921333333334
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1333,1,Karama,Napier grass,230,2184660.7191211446,24.16,0.14,5.99,1,6.339384000000001
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1323,3,Karama,Napier + Desmodium,434,115337.88943385617,23.55,0.12,6.34,1,5.061972000000001
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1334,2,Karama,Napier grass,330,3209519.362093173,23.1,0.14,5.99,1,6.5064400000000004
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1286,2,Karama,Desmodium distortum,332,2657590.116611174,23.62,0.12,6.13,1,6.424488
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1293,3,Rubona,Desmodium distortum,411,411551.32097358553,28.76,0.17,5.31,2,5.6144240000000005
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1293,3,Rubona,Desmodium distortum,404,449001.7151747529,28.52,0.16,5.61,1,5.652248
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1337,5,Karama,Napier grass,630,565277.3706452601,20.69,0.15,5.99,1,5.752261600000001
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1325,5,Karama,Napier + Desmodium,648,166997.6270149232,24.37,0.16,6.25,3,5.222710299999999
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1270,4,Rubona,Brachiaria + Desmodium,514,104157.5605900092,25.32,0.1352657,NA,2,5.0176908
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1309,1,Karama,maize monoculture,243,1862258.6491244957,24.6,0.12,6.22,3,6.27004
33,norB,bacteria,qnorB2F,qnorB5R,nitric_oxide_reduction,denitrification,1334,2,Karama,Napier grass,337,740859.7487415757,27.14,0.07,6.77,2,5.8697360000000005
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1377,3,Rubona,Desmodium distortum,425,132078.76517901782,25.22,0.14,5.22,4,5.120833000000001
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1366,4,Rubona,Brachiaria cv. Mulato II,510,24632.676312030904,26.49,0.142433234,5.55,2,4.3915116
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1426,4,Rubona,Napier grass,523,45355.90113856378,23.47,0.143430291,5.29,4,4.656633800000001
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1350,6,Karama,Brachiaria + Desmodium,735,51714.5559569553,24.92,0.116031887,6.09,1,4.713612799999999
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1426,4,Rubona,Napier grass,516,38448.65924630204,23.78,0.154455446,5.34,3,4.5848812
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1403,5,Rubona,maize monoculture,608,64133.18374394732,22.82,0.11,5.45,2,4.807082800000001
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1394,2,Karama,maize monoculture,343,462933.9162845471,22.46,0.1,6.22,3,5.665519000000001
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1348,4,Karama,Brachiaria + Desmodium,535,69101.45627709686,22.68,0.117073171,6.09,1,4.839487200000001
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1350,6,Karama,Brachiaria + Desmodium,756,25824.24301966754,26.39,0.117540687,5.94,4,4.4120276
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1416,6,Rubona,Napier + Desmodium,706,28652.518393671584,26.17,0.16462841,5.29,1,4.4571628
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1349,5,Karama,Brachiaria + Desmodium,656,47949.8441572752,25.08,0.13,5.94,4,4.6807872
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1348,4,Karama,Brachiaria + Desmodium,549,97190.00400010686,22.04,0.11804878,6.29,3,4.987621600000001
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1399,1,Rubona,maize monoculture,208,379039.9621403032,22.9,0.08,5.45,2,5.578685000000001
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1403,5,Rubona,maize monoculture,601,66217.13708682753,22.76,0.12,5.16,1,4.8209704
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1399,1,Rubona,maize monoculture,201,693682.1192196428,21.57,0.09,5.16,1,5.841160500000001
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1367,5,Rubona,Brachiaria cv. Mulato II,624,81082.1395329618,22.38,0.12,5.35,4,4.9089252000000005
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1347,3,Karama,Brachiaria + Desmodium,456,63115.932058426115,22.85,0.13,5.94,4,4.800139
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1384,4,Karama,Maize + Desmodium,533,115262.70302441358,21.72,0.117475728,6.16,1,5.061688800000001
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1384,4,Karama,Maize + Desmodium,540,68734.15532721751,22.69,0.129126214,5.96,2,4.8371726
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1403,5,Rubona,maize monoculture,601,24984.25477908372,26.46,0.12,5.16,1,4.397666399999999
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1385,5,Karama,Maize + Desmodium,654,71982.1476394085,24.22,0.14,6.25,4,4.8572248
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1350,6,Karama,Brachiaria + Desmodium,749,44249.666310056346,25.25,0.114901257,6.29,3,4.64591
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1366,4,Rubona,Brachiaria cv. Mulato II,510,108571.0405133227,23.35,0.142433234,5.55,2,5.035714
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1410,6,Karama,Napier + Desmodium,741,65802.80396412555,24.41,0.130314233,6.25,2,4.8182444
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1349,5,Karama,Brachiaria + Desmodium,642,62766.57051429779,24.51,0.14,5.93,2,4.7977284
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1409,5,Karama,Napier + Desmodium,648,33804.05502791179,25.82,0.16,6.25,3,4.5289687999999995
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1350,6,Karama,Brachiaria + Desmodium,749,53960.65342153121,24.83,0.114901257,6.29,3,4.7320772
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1394,2,Karama,maize monoculture,350,385992.6188962062,22.86,0.13,6.31,4,5.586579000000001
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1426,4,Rubona,Napier grass,516,27201.64697446954,26.28,0.154455446,5.34,3,4.4345951999999995
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1402,4,Rubona,maize monoculture,515,32593.319959006003,24.09,0.154368932,5.33,3,4.513128600000001
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1428,6,Rubona,Napier grass,716,18906.97282541293,27.05,0.156669651,5.34,3,4.276622
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1394,2,Karama,maize monoculture,329,709623.5176075125,21.52,0.05,5.88,1,5.851028000000001
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1382,2,Karama,Maize + Desmodium,347,681187.2334717409,21.61,0.1,6.19,3,5.833266500000001
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1409,5,Karama,Napier + Desmodium,648,28788.192629117868,26.16,0.16,6.25,3,4.4592144
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1355,5,Rubona,Brachiaria + Desmodium,628,70590.3930385165,22.64,0.12,5.78,4,4.8487456
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1350,6,Karama,Brachiaria + Desmodium,742,38950.83749320119,25.52,0.120580236,5.93,2,4.5905168
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1348,4,Karama,Brachiaria + Desmodium,542,73665.20469977376,22.56,0.120706575,5.93,2,4.8672624
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1347,3,Karama,Brachiaria + Desmodium,449,178437.44661765773,20.9,0.14,6.29,3,5.251486000000001
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1347,3,Karama,Brachiaria + Desmodium,435,28527.492508969117,24.34,0.15,6.09,1,4.4552636
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1347,3,Karama,Brachiaria + Desmodium,442,34931.59369159576,23.96,0.14,5.93,2,4.543218400000001
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1410,6,Karama,Napier + Desmodium,734,60724.954769990065,24.58,0.112701252,6.34,1,4.7833672
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1424,2,Rubona,Napier grass,302,344541.4681596055,23.11,0.13,5.99,1,5.537241500000001
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1366,4,Rubona,Brachiaria cv. Mulato II,510,36647.95959911601,23.87,0.142433234,5.55,2,4.5640498
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1364,2,Rubona,Brachiaria cv. Mulato II,317,283387.70231802727,23.54,0.13,5.74,3,5.452381000000001
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1366,4,Rubona,Brachiaria cv. Mulato II,503,48351.39404757235,23.35,0.155599604,5.65,1,4.6844090000000005
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1368,6,Rubona,Brachiaria cv. Mulato II,724,9944.991127466135,28.41,0.14986124,5.35,4,3.9976044
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1368,6,Rubona,Brachiaria cv. Mulato II,717,38041.60221293986,25.57,0.184021544,5.74,3,4.5802588
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1399,1,Rubona,maize monoculture,215,179084.29435150616,24.55,0.07,5.33,3,5.253057500000001
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1364,2,Rubona,Brachiaria cv. Mulato II,324,283387.70231802727,23.54,0.12,5.35,4,5.452381000000001
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1426,4,Rubona,Napier grass,516,3618.778488264716,30.55,0.154455446,5.34,3,3.5585619999999993
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1384,4,Karama,Maize + Desmodium,547,174673.73228704132,20.94,0.133928571,6.19,3,5.2422276000000005
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1349,5,Karama,Brachiaria + Desmodium,642,61591.67287400138,24.55,0.14,5.93,2,4.789522
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1420,4,Karama,Napier grass,551,66570.98761768061,22.75,0.120271581,6.49,4,4.823285
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1345,1,Karama,Brachiaria + Desmodium,235,370524.9863940461,22.95,0.11,6.09,1,5.568817500000001
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1366,4,Rubona,Brachiaria cv. Mulato II,517,97190.00400010686,22.04,0.15628091,5.74,3,4.987621600000001
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1375,1,Rubona,Desmodium distortum,204,368845.08440970967,22.96,0.06,5.61,1,5.566844000000001
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1363,1,Rubona,Brachiaria cv. Mulato II,217,440362.6737854958,22.57,0.06,5.74,3,5.643810500000001
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1387,1,Rubona,Maize + Desmodium,226,320380.07594805415,23.27,0.06,5.21,4,5.505665500000001
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1387,1,Rubona,Maize + Desmodium,219,493341.8976430993,22.32,0.04,5.39,3,5.693148000000001
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1355,5,Rubona,Brachiaria + Desmodium,614,108121.88286019895,21.84,0.14,NA,2,5.033913600000001
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1402,4,Rubona,maize monoculture,508,13672.527325016043,25.72,0.142276423,5.45,2,4.135848800000001
35,nosZ,denitrifier_clade_I,nosZ1F,nosZ1R,nitrous_oxide_reduction,denitrification,1385,5,Karama,Maize + Desmodium,640,45307.281011027386,25.2,0.15,5.96,2,4.656168
